z_column,releases,clock_dir_all
ALL,2017-12-26 13:00:00,4.260983988829088
ALL,2017-12-26 14:00:00,1.9971402306180652
ALL,2017-12-26 15:00:00,2.1420657092213613
ALL,2017-12-26 16:00:00,3.3176663897577896
ALL,2017-12-26 17:00:00,3.1156423450289306
ALL,2017-12-26 18:00:00,3.2311832419967725
ALL,2017-12-26 19:00:00,3.1030578476492563
ALL,2017-12-26 20:00:00,3.0697633569937026
ALL,2017-12-26 21:00:00,2.9180938491770325
ALL,2017-12-26 22:00:00,2.8971084523185424
ALL,2017-12-26 23:00:00,2.9330127878266867
ALL,2017-12-27 00:00:00,3.1489598530707803
ALL,2017-12-27 01:00:00,3.2286352038708515
ALL,2017-12-27 02:00:00,3.0473683580076933
ALL,2017-12-27 03:00:00,2.99233545599627
ALL,2017-12-27 04:00:00,2.9746527342198346
ALL,2017-12-27 05:00:00,2.924544582861952
ALL,2017-12-27 06:00:00,2.862402181894427
ALL,2017-12-27 07:00:00,2.9955974846115296
ALL,2017-12-27 08:00:00,2.847380491643013
ALL,2017-12-27 09:00:00,2.8815111486095297
ALL,2017-12-27 10:00:00,2.7391212829627998
ALL,2017-12-27 11:00:00,2.7294161596291677
ALL,2017-12-27 12:00:00,2.836048907984329
ALL,2017-12-27 13:00:00,2.809812031342223
ALL,2017-12-27 14:00:00,2.585322567786331
ALL,2017-12-27 15:00:00,2.5413443732527665
ALL,2017-12-27 16:00:00,2.4974397149756435
ALL,2017-12-27 17:00:00,2.527451310717423
ALL,2017-12-27 18:00:00,2.597395903369748
ALL,2017-12-27 19:00:00,2.546672445838708
ALL,2017-12-27 20:00:00,2.5077926283562704
ALL,2017-12-27 21:00:00,2.5299812712648864
ALL,2017-12-27 22:00:00,2.4216350099919404
ALL,2017-12-27 23:00:00,2.364227862391159
ALL,2017-12-28 00:00:00,2.264184914756803
ALL,2017-12-28 01:00:00,2.2310620088943605
ALL,2017-12-28 02:00:00,2.1289378600351068
ALL,2017-12-28 03:00:00,2.170086172945698
ALL,2017-12-28 04:00:00,2.252159607088669
ALL,2017-12-28 05:00:00,2.1313115977694825
ALL,2017-12-28 06:00:00,1.9707758727670026
ALL,2017-12-28 07:00:00,2.0605122156488416
ALL,2017-12-28 08:00:00,1.9986837119077592
ALL,2017-12-28 09:00:00,2.387818265522464
ALL,2017-12-28 10:00:00,2.7487614394307736
ALL,2017-12-28 11:00:00,2.7131070020821375
ALL,2017-12-28 12:00:00,2.297926966826257
ALL,2017-12-28 13:00:00,2.167632801434424
ALL,2017-12-28 14:00:00,2.1038978131301573
ALL,2017-12-28 15:00:00,2.0105334428652224
ALL,2017-12-28 16:00:00,1.8224700761779546
ALL,2017-12-28 17:00:00,1.967448419030469
ALL,2017-12-28 18:00:00,2.2382044021244196
ALL,2017-12-28 19:00:00,2.370018361746552
