z_column,releases,age_all
ALL,2017-12-28 09:00:00,48.564861627562344
ALL,2017-12-28 10:00:00,48.64647395070642
ALL,2017-12-28 11:00:00,48.999880194934356
ALL,2017-12-28 12:00:00,48.37116763567081
ALL,2017-12-28 13:00:00,48.16182936846742
ALL,2017-12-28 14:00:00,47.983175719724635
ALL,2017-12-28 15:00:00,48.09779755314367
ALL,2017-12-28 16:00:00,47.98128073822068
ALL,2017-12-28 17:00:00,47.88749085302491
ALL,2017-12-28 18:00:00,47.9458687660366
ALL,2017-12-28 19:00:00,47.88713201843604
ALL,2017-12-28 20:00:00,47.95010385563875
ALL,2017-12-28 21:00:00,48.00960569976261
ALL,2017-12-28 22:00:00,48.233111777678
ALL,2017-12-28 23:00:00,48.70292280222931
ALL,2017-12-29 00:00:00,49.14107150084394
ALL,2017-12-29 01:00:00,49.28614929275645
ALL,2017-12-29 02:00:00,48.96259336997526
ALL,2017-12-29 03:00:00,48.673014872766956
ALL,2017-12-29 04:00:00,48.5874639802722
